Entity,Date,Partially_vaccinated,Fully_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Indonesia,16/06/2021,21448774,11815618,7.76,4.28
Indonesia,17/06/2021,21999256,11963130,7.96,4.33
Indonesia,18/06/2021,22455167,12096066,8.13,4.38
Indonesia,19/06/2021,22873342,12212906,8.28,4.42
Indonesia,20/06/2021,23043372,12239706,8.34,4.43
Indonesia,21/06/2021,23530219,12398428,8.51,4.49
Indonesia,22/06/2021,23998166,12583389,8.68,4.55
Indonesia,23/06/2021,24358856,12640041,8.81,4.57
Indonesia,24/06/2021,24929442,12769789,9.02,4.62
Indonesia,25/06/2021,25482036,12912623,9.22,4.67
Indonesia,26/06/2021,26032131,13018524,9.42,4.71
Indonesia,27/06/2021,27200222,13115761,9.84,4.75
Indonesia,28/06/2021,27419898,13182034,9.92,4.77
Indonesia,29/06/2021,28671106,13369395,10.37,4.84
Indonesia,30/06/2021,29279142,13465499,10.59,4.87
Indonesia,01/07/2021,30483730,13677230,11.03,4.95
Indonesia,02/07/2021,30891821,13770107,11.18,4.98
Indonesia,03/07/2021,31573240,13922732,11.42,5.04
Indonesia,04/07/2021,32063745,13979564,11.6,5.06
Indonesia,05/07/2021,32302268,14035934,11.69,5.08
Indonesia,06/07/2021,33176029,14267980,12,5.16
Indonesia,07/07/2021,34039797,14443813,12.32,5.23
Indonesia,08/07/2021,34860686,14622502,12.61,5.29
Indonesia,09/07/2021,35775567,14868577,12.95,5.38
Indonesia,10/07/2021,36193076,14969330,13.1,5.42
Indonesia,11/07/2021,36267019,15011348,13.12,5.43
Indonesia,12/07/2021,36368191,15036468,13.16,5.44
Indonesia,13/07/2021,36395019,15038548,13.17,5.44
Indonesia,14/07/2021,38909433,15611554,14.08,5.65
Indonesia,15/07/2021,39943004,15876777,14.45,5.74
Indonesia,16/07/2021,40912440,16098999,14.8,5.83
Indonesia,17/07/2021,41268627,16217855,14.93,5.87
Indonesia,18/07/2021,41673464,16274150,15.08,5.89
Indonesia,19/07/2021,42095531,16400351,15.23,5.93
Indonesia,20/07/2021,42360779,16453805,15.33,5.95
Indonesia,21/07/2021,42611602,16606675,15.42,6.01
Indonesia,22/07/2021,43471431,17012830,15.73,6.16
Indonesia,23/07/2021,43932287,17253709,15.9,6.24
Indonesia,24/07/2021,44107926,17475996,15.96,6.32
Indonesia,25/07/2021,44469974,17906504,16.09,6.48
Indonesia,26/07/2021,44728320,18129878,16.18,6.56
Indonesia,27/07/2021,45278549,18666343,16.38,6.75
Indonesia,28/07/2021,45734912,19103162,16.55,6.91
Indonesia,29/07/2021,46289942,19669222,16.75,7.12
Indonesia,30/07/2021,46805993,20146421,16.94,7.29
Indonesia,31/07/2021,47226514,20534823,17.09,7.43
Indonesia,01/08/2021,47478168,20673079,17.18,7.48
Indonesia,02/08/2021,47686483,20934425,17.26,7.58
Indonesia,03/08/2021,48106208,21436908,17.41,7.76
Indonesia,04/08/2021,48494768,21976626,17.55,7.95
Indonesia,05/08/2021,48834123,22210379,17.67,8.04
Indonesia,06/08/2021,49391058,22891824,17.87,8.28
Indonesia,07/08/2021,49801823,23345264,18.02,8.45
Indonesia,08/08/2021,50497940,23777323,18.27,8.6
Indonesia,09/08/2021,51181322,24481296,18.52,8.86
Indonesia,10/08/2021,51759158,25174788,18.73,9.11
Indonesia,11/08/2021,52373483,25788857,18.95,9.33
Indonesia,12/08/2021,52615930,26438281,19.04,9.57
Indonesia,15/08/2021,53573831,28037059,19.39,10.15
Indonesia,16/08/2021,54382680,28524986,19.68,10.32
Indonesia,17/08/2021,54982550,29159049,19.9,10.55
Indonesia,18/08/2021,55192494,29403345,19.97,10.64
Indonesia,19/08/2021,56045931,30368525,20.28,10.99
Indonesia,20/08/2021,56504055,30753137,20.45,11.13
Indonesia,21/08/2021,56986150,31210922,20.62,11.29
Indonesia,22/08/2021,57339307,31601868,20.75,11.43
Indonesia,23/08/2021,57779716,32046224,20.91,11.6
Indonesia,24/08/2021,58468810,32640998,21.16,11.81
Indonesia,25/08/2021,59011333,33094505,21.35,11.98
Indonesia,26/08/2021,59426934,33357249,21.5,12.07
Indonesia,27/08/2021,60435555,34121203,21.87,12.35
Indonesia,28/08/2021,61222258,34702821,22.15,12.56
Indonesia,29/08/2021,61654676,34858000,22.31,12.61
Indonesia,30/08/2021,62624397,35525269,22.66,12.85
Indonesia,31/08/2021,63111288,35855211,22.84,12.97
Indonesia,01/09/2021,64229890,36454433,23.24,13.19
Indonesia,02/09/2021,65229678,37155330,23.6,13.44
Indonesia,03/09/2021,65957151,37722478,23.87,13.65
Indonesia,04/09/2021,66353669,38030652,24.01,13.76
Indonesia,05/09/2021,66782673,38223153,24.16,13.83
Indonesia,06/09/2021,67827361,38849803,24.54,14.06
Indonesia,07/09/2021,68208588,39165980,24.68,14.17
Indonesia,08/09/2021,69194539,39721571,25.04,14.37
Indonesia,09/09/2021,70322560,40362820,25.45,14.61
Indonesia,10/09/2021,71175259,40867993,25.75,14.79
Indonesia,11/09/2021,72248720,41534340,26.14,15.03
Indonesia,12/09/2021,72766195,41734734,26.33,15.1
Indonesia,13/09/2021,73839683,42329062,26.72,15.32
Indonesia,14/09/2021,74257515,42565331,26.87,15.4
Indonesia,15/09/2021,75140724,42962640,27.19,15.55
Indonesia,16/09/2021,76583981,43744152,27.71,15.83
Indonesia,17/09/2021,77417488,44124715,28.01,15.97
Indonesia,18/09/2021,78540519,44716570,28.42,16.18
Indonesia,19/09/2021,79515356,45134194,28.77,16.33
Indonesia,20/09/2021,79657762,45224650,28.82,16.36
Indonesia,21/09/2021,80408744,45853033,29.1,16.59
Indonesia,22/09/2021,82113788,46496177,29.71,16.82
Indonesia,23/09/2021,83248128,46980347,30.12,17
Indonesia,24/09/2021,85015837,47776434,30.76,17.29
Indonesia,25/09/2021,85433518,47996105,30.91,17.37
Indonesia,26/09/2021,85944438,48262870,31.1,17.46
Indonesia,27/09/2021,87742907,49198111,31.75,17.8
Indonesia,28/09/2021,88531137,49655718,32.03,17.97
Indonesia,29/09/2021,89822987,50412993,32.5,18.24
Indonesia,30/09/2021,91079001,51113360,32.96,18.5
Indonesia,01/10/2021,92161001,51750697,33.35,18.73
Indonesia,02/10/2021,93066494,52316566,33.68,18.93
Indonesia,03/10/2021,93780446,52676052,33.93,19.06
Indonesia,04/10/2021,94223690,53006923,34.09,19.18
Indonesia,05/10/2021,94939217,53656921,34.35,19.42
Indonesia,06/10/2021,95781773,54441979,34.66,19.7
Indonesia,07/10/2021,96492154,54959545,34.92,19.89
Indonesia,08/10/2021,98146308,56106006,35.51,20.3
Indonesia,09/10/2021,99373294,56908664,35.96,20.59
Indonesia,10/10/2021,100189038,57522234,36.25,20.81
Indonesia,11/10/2021,100322375,57607200,36.3,20.84
Indonesia,12/10/2021,101362894,58405580,36.68,21.13
Indonesia,13/10/2021,102685817,59411498,37.16,21.5
Indonesia,14/10/2021,104308702,60422073,37.74,21.86
Indonesia,15/10/2021,105464686,61397055,38.16,22.22
Indonesia,16/10/2021,106669970,62166916,38.6,22.49
Indonesia,17/10/2021,107503228,62732568,38.9,22.7
Indonesia,18/10/2021,107981016,63188800,39.07,22.86
Indonesia,19/10/2021,109005627,64008898,39.44,23.16
Indonesia,20/10/2021,109796866,64622692,39.73,23.38
Indonesia,21/10/2021,110406777,65173148,39.95,23.58
Indonesia,22/10/2021,111496041,66316667,40.34,24
Indonesia,23/10/2021,112271928,67165732,40.62,24.3
Indonesia,24/10/2021,113032768,67915440,40.9,24.57
Indonesia,25/10/2021,113424379,68264009,41.04,24.7
Indonesia,26/10/2021,114347101,69130122,41.38,25.01
Indonesia,27/10/2021,115502524,70113618,41.79,25.37
Indonesia,28/10/2021,116620281,71099869,42.2,25.73
Indonesia,29/10/2021,117689114,72061077,42.59,26.07
Indonesia,30/10/2021,119151818,73290688,43.11,26.52
Indonesia,31/10/2021,119662248,73698983,43.3,26.67
Indonesia,01/11/2021,120553182,74444261,43.62,26.94
Indonesia,02/11/2021,120887847,74805667,43.74,27.07
Indonesia,03/11/2021,121975753,75829190,44.14,27.44
Indonesia,04/11/2021,122852096,76687750,44.45,27.75
Indonesia,05/11/2021,123824199,77687838,44.81,28.11
Indonesia,06/11/2021,124156167,78114072,44.93,28.27
Indonesia,07/11/2021,125105963,78994163,45.27,28.58
Indonesia,08/11/2021,125394487,79212475,45.37,28.66
Indonesia,09/11/2021,126459285,80070525,45.76,28.97
Indonesia,10/11/2021,127335266,80954139,46.08,29.29
Indonesia,11/11/2021,128147345,81711099,46.37,29.57
Indonesia,12/11/2021,129089388,82818492,46.71,29.97
Indonesia,13/11/2021,129710190,83418086,46.93,30.18
Indonesia,14/11/2021,130283345,84161759,47.14,30.45
Indonesia,15/11/2021,130616514,84552446,47.26,30.59
Indonesia,16/11/2021,131292871,85370684,47.51,30.89
Indonesia,17/11/2021,132006377,86279716,47.77,31.22
Indonesia,18/11/2021,132073986,86335923,47.79,31.24
Indonesia,19/11/2021,133402051,87960117,48.27,31.83
Indonesia,20/11/2021,134025009,88760197,48.5,32.12
Indonesia,21/11/2021,134418286,89220341,48.64,32.28
Indonesia,22/11/2021,135087931,89892161,48.88,32.53
Indonesia,23/11/2021,136080848,91214986,49.24,33.01
Indonesia,25/11/2021,137505204,93105029,49.76,33.69
Indonesia,27/11/2021,138530231,94339737,50.13,34.14
Indonesia,01/12/2021,140205046,96519346,50.73,34.92
Indonesia,02/12/2021,141503092,98046834,51.2,35.48
Indonesia,03/12/2021,142030970,98623618,51.39,35.69
Indonesia,04/12/2021,142432347,99009581,51.54,35.83
Indonesia,06/12/2021,142700940,99225572,51.64,35.9
Indonesia,07/12/2021,143291352,99825444,51.85,36.12
Indonesia,08/12/2021,143794042,100459272,52.03,36.35
Indonesia,09/12/2021,144446324,101149509,52.27,36.6
Indonesia,10/12/2021,145085912,101794596,52.5,36.83
Indonesia,11/12/2021,146489638,102910182,53.01,37.24
Indonesia,12/12/2021,146875959,103098857,53.15,37.31
Indonesia,14/12/2021,148344215,104522156,53.68,37.82
